Data-Locale,Material ID,Product hierarchy,EAN,Unit,Name,Description
de,V20550000,20000000,4001234500011,PCE,Hauptteil,Hauptteil
en,V20550000,20000000,4001234500011,PCE,Main Part,Main Part
de,V20551005,20000000,4001234500012,PCE,Drehfeld,Drehfeld
en,V20551005,20000000,4001234500012,PCE,Rotary Field,Rotary Field
de,V10551212,20000000,4001234500013,PCE,"B18.2.4.1M - Sechskantmutter, Typ 1, M3 x 0.5 --D-N","B18.2.4.1M - Sechskantmutter, Typ 1, M3 x 0.5 --D-N"
en,V10551212,20000000,4001234500013,PCE,"B18.2.4.1M - Hexagon nut, Type 1, M3 x 0.5 --D-N","B18.2.4.1M - Hexagon nut, Type 1, M3 x 0.5 --D-N"
de,V20551008,20000000,4001234500014,PCE,B18.3.1M - 3 x 0.5 x 30 Sechskant SHCS -- 18NHX,B18.3.1M - 3 x 0.5 x 30 Sechskant SHCS -- 18NHX
en,V20551008,20000000,4001234500014,PCE,B18.3.1M - 3 x 0.5 x 30 Hexagon SHCS -- 18NHX,B18.3.1M - 3 x 0.5 x 30 Hexagon SHCS -- 18NHX
de,V20551010,20000000,4001234500015,PCE,"Drehfeld, Rückseite","Drehfeld, Rückseite"
en,V20551010,20000000,4001234500015,PCE,"Rotary field, back","Rotary field, back"
de,V20551071,20000000,4001234500016,PCE,Getriebe,Getriebe
en,V20551071,20000000,4001234500016,PCE,Gear,Gear
de,V20551073,20000000,4001234500017,PCE,"B18.3.6M - M3 x 0.5 x 4 Sechskant-Sockel Kegel Pt, SS --N","B18.3.6M - M3 x 0.5 x 4 Sechskant-Sockel Kegel Pt, SS --N"
en,V20551073,20000000,4001234500017,PCE,"B18.3.6M - M3 x 0.5 x 4 Hexagon base cone Pt, SS --N","B18.3.6M - M3 x 0.5 x 4 Hexagon base cone Pt, SS --N"
de,V20551074,20000000,4001234500018,PCE,"B18.3.6M - M3 x 0.5 x 4 Sechskant-Sockel Typ I Außenring Pt, SS --N","B18.3.6M - M3 x 0.5 x 4 Sechskant-Sockel Typ I Außenring Pt, SS --N"
en,V20551074,20000000,4001234500018,PCE,"B18.3.6M - M3 x 0.5 x 4 Hexagon base Type I outer ring Pt, SS --N","B18.3.6M - M3 x 0.5 x 4 Hexagon base Type I outer ring Pt, SS --N"
de,V20551075,20000000,4001234500019,PCE,Öldichtung ø7-ø11-2,Öldichtung ø7-ø11-2
en,V20551075,20000000,4001234500019,PCE,Oil seal ø7-ø11-2,Oil seal ø7-ø11-2
de,V20551076,20000000,4001234500020,PCE,SKF - 623 - 8.SI.NC.8 69,SKF - 623 - 8.SI.NC.8 69
en,V20551076,20000000,4001234500020,PCE,SKF - 623 - 8.SI.NC.8 69,SKF - 623 - 8.SI.NC.8 69
de,V20551087,20000000,4001234500021,PCE,Verteilerrad,Verteilerrad
en,V20551087,20000000,4001234500021,PCE,Distributor wheel,Distributor wheel
de,V20551088,20000000,4001234500022,PCE,Getriebeschraube,Getriebeschraube
en,V20551088,20000000,4001234500022,PCE,Gear screw,Gear screw
de,V20551089,20000000,4001234500023,PCE,Getriebeschraube,Getriebeschraube
en,V20551089,20000000,4001234500023,PCE,Gear screw,Gear screw
de,V20551090,20000000,4001234500024,PCE,B18.6.7M - M2 x 0.4 x 4 Typ I Kreuzschlitz FHMS --4N,B18.6.7M - M2 x 0.4 x 4 Typ I Kreuzschlitz FHMS --4N
en,V20551090,20000000,4001234500024,PCE,B18.6.7M - M2 x 0.4 x 4 Typ I Phillips FHMS --4N,B18.6.7M - M2 x 0.4 x 4 Typ I Phillips FHMS --4N
de,V20551091,20000000,4001234500025,PCE,Zahnrad S-0540-04,Zahnrad S-0540-04
en,V20551091,20000000,4001234500025,PCE,Gear wheel S-0540-04,Gear wheel S-0540-04
de,V20551092,20000000,4001234500026,PCE,Getriebe,Getriebe
en,V20551092,20000000,4001234500026,PCE,Gear,Gear
